,Unnamed: 0,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,is_legendary,is_mythical,is_mega
969,970,Grapploct,8.0,Tantrum Pokemon,"['Limber', 'Technician']",1.6,39.0,Fighting,None,0.0,0.0,0.0
970,971,Sinistea,8.0,Black Tea Pokemon,"['Weak Armor', 'Cursed Body']",0.1,0.2,Ghost,None,0.0,0.0,0.0
971,972,Polteageist,8.0,Black Tea Pokemon,"['Weak Armor', 'Cursed Body']",0.2,0.4,Ghost,None,0.0,0.0,0.0
972,973,Hatenna,8.0,Calm Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",0.4,3.4,Psychic,None,0.0,0.0,0.0
973,974,Hattrem,8.0,Serene Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",0.6,4.8,Psychic,None,0.0,0.0,0.0
974,975,Hatterene,8.0,Silent Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",2.1,5.0,Psychic,Fairy,0.0,0.0,0.0
975,976,Impidimp,8.0,Wily Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",0.4,5.5,Dark,Fairy,0.0,0.0,0.0
976,977,Morgrem,8.0,Devious Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",0.8,12.5,Dark,Fairy,0.0,0.0,0.0
977,978,Grimmsnarl,8.0,Bulk Up Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",1.5,61.0,Dark,Fairy,0.0,0.0,0.0
978,979,Obstagoon,8.0,Blocking Pokemon,"['Reckless', 'Guts', 'Defiant']",1.6,46.0,Dark,Normal,0.0,0.0,0.0
979,980,Perrserker,8.0,Viking Pokemon,"['Battle Armor', 'Tough Claws', 'Steely Spirit']",0.8,28.0,Steel,None,0.0,0.0,0.0
980,981,Cursola,8.0,Coral Pokemon,"['Weak Armor', 'Perish Body']",1.0,0.4,Ghost,None,0.0,0.0,0.0
981,982,Sirfetch'd,8.0,Wild Duck Pokemon,"['Steadfast', 'Scrappy']",0.8,117.0,Fighting,None,0.0,0.0,0.0
982,983,Mr. Rime,8.0,Comedian Pokemon,"['Tangled Feet', 'Screen Cleaner', 'Ice Body']",1.5,58.2,Psychic,Ice,0.0,0.0,0.0
983,984,Runerigus,8.0,Grudge Pokemon,['Wandering Spirit'],1.6,66.6,Ground,Ghost,0.0,0.0,0.0
984,985,Milcery,8.0,Cream Pokemon,"['Sweet Veil', 'Aroma Veil']",0.2,0.3,Fairy,None,0.0,0.0,0.0
985,986,Alcremie,8.0,Cream Pokemon,"['Sweet Veil', 'Aroma Veil']",0.3,0.5,Fairy,None,0.0,0.0,0.0
986,987,Falinks,8.0,Formation Pokemon,"['Battle Armor', 'Defiant']",3.0,62.0,Fighting,None,0.0,0.0,0.0
987,988,Pincurchin,8.0,Sea Urchin Pokemon,"['Lightning Rod', 'Electric Surge']",0.3,1.0,Electric,None,0.0,0.0,0.0
988,989,Snom,8.0,Worm Pokemon,"['Shield Dust', 'Ice Scales']",0.3,3.8,Ice,Bug,0.0,0.0,0.0
989,990,Frosmoth,8.0,Frost Moth Pokemon,"['Shield Dust', 'Ice Scales']",1.3,42.0,Ice,Bug,0.0,0.0,0.0
990,991,Stonjourner,8.0,Big Rock Pokemon,['Power Spot'],2.5,520.0,Rock,None,0.0,0.0,0.0
991,992,Eiscue Ice Face,8.0,Penguin Pokemon,['Ice Face'],1.4,89.0,Ice,None,0.0,0.0,0.0
992,993,Eiscue No Ice Face,8.0,Penguin Pokemon,['Ice Face'],1.4,89.0,Ice,None,0.0,0.0,0.0
993,994,Indeedee Male,8.0,Emotion Pokemon,"['Inner Focus', 'Synchronize', 'Psychic Surge']",0.9,28.0,Psychic,Normal,0.0,0.0,0.0
994,995,Indeedee Female,8.0,Emotion Pokemon,"['Own Tempo', 'Synchronize', 'Psychic Surge']",0.9,28.0,Psychic,Normal,0.0,0.0,0.0
995,996,Morpeko Full Belly Mode,8.0,Two-Sided Pokemon,['Hunger Switch'],0.3,3.0,Electric,Dark,0.0,0.0,0.0
996,997,Morpeko Hangry Mode,8.0,Two-Sided Pokemon,['Hunger Switch'],0.3,3.0,Electric,Dark,0.0,0.0,0.0
997,998,Cufant,8.0,Copperderm Pokemon,"['Sheer Force', 'Heavy Metal']",1.2,100.0,Steel,None,0.0,0.0,0.0
998,999,Copperajah,8.0,Copperderm Pokemon,"['Sheer Force', 'Heavy Metal']",3.0,650.0,Steel,None,0.0,0.0,0.0
999,1000,Dracozolt,8.0,Fossil Pokemon,"['Volt Absorb', 'Hustle', 'Sand Rush']",1.8,190.0,Electric,Dragon,0.0,0.0,0.0
1000,1001,Arctozolt,8.0,Fossil Pokemon,"['Volt Absorb', 'Static', 'Slush Rush']",2.3,150.0,Electric,Ice,0.0,0.0,0.0
1001,1002,Dracovish,8.0,Fossil Pokemon,"['Water Absorb', 'Strong Jaw', 'Sand Rush']",2.3,215.0,Water,Dragon,0.0,0.0,0.0
1002,1003,Arctovish,8.0,Fossil Pokemon,"['Water Absorb', 'Ice Body', 'Slush Rush']",2.0,175.0,Water,Ice,0.0,0.0,0.0
1003,1004,Duraludon,8.0,Alloy Pokemon,"['Light Metal', 'Heavy Metal', 'Stalwart']",1.8,40.0,Steel,Dragon,0.0,0.0,0.0
1004,1005,Dreepy,8.0,Lingering Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",0.5,2.0,Dragon,Ghost,0.0,0.0,0.0
1005,1006,Drakloak,8.0,Caretaker Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",1.4,11.0,Dragon,Ghost,0.0,0.0,0.0
1006,1007,Dragapult,8.0,Stealth Pokemon,"['Clear Body', 'Infiltrator', 'Cursed Body']",3.0,50.0,Dragon,Ghost,0.0,0.0,0.0
1007,1008,Zacian Crowned Sword,8.0,Warrior Pokemon,['Intrepid Sword'],2.8,355.0,Fairy,Steel,1.0,0.0,0.0
1008,1009,Zacian Hero of Many Battles,8.0,Warrior Pokemon,['Intrepid Sword'],2.8,110.0,Fairy,None,1.0,0.0,0.0
1009,1010,ZamazentaCrowned Shield,8.0,Warrior Pokemon,['Dauntless Shield'],2.9,785.0,Fighting,Steel,1.0,0.0,0.0
1010,1011,Zamazenta Hero of Many Battles,8.0,Warrior Pokemon,['Dauntless Shield'],2.9,210.0,Fighting,None,1.0,0.0,0.0
1011,1013,Kubfu,8.0,Wushu Pokemon,['Inner Focus'],0.6,12.0,Fighting,None,1.0,0.0,0.0
1012,1014,Urshifu Single Strike Style,8.0,Wushu Pokemon,['Unseen Fist'],1.9,105.0,Fighting,Dark,1.0,0.0,0.0
1013,1015,Urushifu Rapid Strike Style,8.0,Wushu Pokemon,['Unseen Fist'],1.9,105.0,Fighting,Water,1.0,0.0,0.0
1014,1016,Zarude,8.0,Rogue Monkey Pokemon,['Leaf Guard'],1.8,70.0,Dark,Grass,0.0,1.0,0.0
1015,1017,Regieleki,8.0,Electron Pokemon,['Transistor'],1.2,145.0,Electric,None,1.0,0.0,0.0
1016,1018,Regidrago,8.0,Dragon Orb Pokemon,['Dragon's Maw'],2.1,200.0,Dragon,None,1.0,0.0,0.0
1017,1019,Glastrier,8.0,Wild Horse Pokemon,['Chilling Neigh'],2.2,208.0,Ice,None,1.0,0.0,0.0
1018,1020,Spectrier,8.0,Swift Horse Pokemon,['Grim Neigh'],2.0,44.5,Ghost,None,1.0,0.0,0.0
1019,1021,Calyrex,8.0,King Pokemon,['Unnerve'],1.1,7.7,Psychic,Grass,1.0,0.0,0.0
1020,1023,Calyrex Shadow Rider,8.0,King Pokemon,['As One'],2.4,53.6,Psychic,Ghost,1.0,0.0,0.0
